age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
72,Australian,Low,Jade,433576.04,24844.02,1,4593.75,1058012.16,0.0,0.0,0.0,57862.07,1484760.1,0,5,2,1,2018,82706.09,2547366.01,-2464659.92,5.875246265914509
65,American,Mid,Jade,21648.31,5792.85,2,879.53,271617.04,130679.29,196018.94,30989.66,13377.72,372718.74,2,1,3,2,2021,376858.4599999999,645215.31,-268356.85000000015,29.80441937499971
22,European,High,Silver,201624.36,35242.02,1,2743.77,215325.36,114548.56,50579.89,108984.78,27108.91,1162702.65,0,2,3,1,2009,336464.16,1380771.7799999998,-1044307.6199999999,6.848238873517069
50,European,High,Jade,191665.95,18891.32,1,5542.4,703944.56,963737.05,323643.04,486543.37,50868.08,1134052.33,0,2,3,1,2010,1843682.86,1843539.29,143.5700000000652,9.618501825702479
61,Asian,Low,Gold,68974.16,46500.62,1,6257.07,488280.26,492769.95,174853.85,138770.38,78995.16,1671574.93,2,2,3,1,2005,931889.9600000001,2166112.26,-1234222.2999999998,31.404692133981765
32,European,High,Silver,158182.07,8128.0,1,2537.22,385054.21,670840.54,647970.98,93765.21,34929.1,901834.14,2,2,3,2,2006,1455633.83,1289425.57,166208.26,8.151527982912349
64,Asian,Low,Gold,363674.06,48830.25,1,2388.75,547854.38,1958573.44,423051.86,697722.2,32338.13,1639786.88,1,3,3,2,2003,3160515.88,2190030.01,970485.8700000001,6.021958261196852
37,European,High,Jade,116995.3,25803.76,3,5173.26,835236.67,467665.09,92167.57,171943.73,37405.29,184692.58,0,1,3,2,2005,794985.4400000001,1025102.51,-230117.06999999995,8.76191188876818
49,American,Mid,Jade,312678.89,36217.49,2,2410.0,232904.13,318996.72,343071.94,142344.76,8041.33,324524.37,2,2,4,1,2019,848672.2399999999,559838.5,288833.7399999999,1.790458255752411
29,European,High,Platinum,179214.85,7625.84,1,4830.41,133589.16,1098831.53,573303.4,171672.52,19661.03,688949.1,0,2,4,2,2007,1871094.3200000003,827368.6699999999,1043725.6500000004,4.616630095106515
67,European,Low,Jade,92257.22,3185.82,1,2855.84,188851.16,551246.28,235483.85,320686.19,25738.59,458120.62,0,1,1,2,2018,1136340.7300000002,649827.62,486513.1100000002,7.0436505674027465
61,European,Mid,Gold,371154.58,27938.35,2,1606.86,643011.9,101813.11,89086.47,43426.12,48379.28,878224.36,3,3,2,2,2019,310643.32999999996,1522843.12,-1212199.79,4.10298889481574
29,European,High,Silver,90996.1,53228.44,1,4652.99,202183.17,508705.43,337675.15,105907.21,40222.77,2156323.49,2,5,3,1,2018,1045739.0,2363159.6500000004,-1317420.6500000004,25.96990035836701
84,Asian,Mid,Jade,88363.59,2396.82,1,4651.1,289513.41,313284.24,162907.8,23433.66,42386.18,463309.95,1,2,4,2,2016,544408.7,757474.46,-213065.76,8.572246329059288
74,European,Low,Platinum,49932.69,27622.72,1,380.63,639697.94,656176.23,136348.31,162254.49,45820.47,1040900.38,1,1,1,1,2003,1028222.22,1680978.95,-652756.73,33.66489868661191
34,European,High,Silver,217568.28,20333.25,1,877.74,754059.63,346491.26,99403.23,193836.3,69407.65,1110975.18,2,2,1,1,2006,729471.6900000001,1865912.5499999998,-1136440.8599999999,8.576215935521482
81,European,High,Jade,64664.68,10189.44,1,968.6,63620.52,88598.22,99021.55,52290.32,12236.36,174457.22,2,1,1,2,2020,262335.89,239046.34,23289.550000000017,3.6967064555179117
29,Asian,Low,Platinum,273943.45,31529.82,1,1735.8,709346.36,1901203.15,494621.96,914432.35,57452.88,2461660.77,3,3,2,2,2020,3399240.1599999997,3172742.93,226497.22999999952,11.58174407893308
18,European,Low,Gold,31135.26,7688.4,1,3017.7,259726.36,613385.93,273484.17,124239.95,17087.41,704282.06,0,1,2,2,2016,1035885.8600000001,967026.1200000001,68859.73999999999,31.05887408680705
54,European,Mid,Platinum,254494.36,28591.68,1,2549.5,392579.25,151853.66,154831.19,165788.47,22964.73,198653.66,1,2,3,1,2020,524029.7299999999,593782.41,-69752.68000000011,2.3331849475956954
73,Asian,Mid,Jade,301258.44,12422.76,1,2728.29,431187.11,1924837.54,757516.71,503686.52,10385.91,1011038.99,0,2,3,1,2010,3208849.44,1444954.39,1763895.05,4.796394716775404
62,American,High,Gold,116857.26,3676.32,1,288.77,289385.84,119417.93,115300.07,91498.84,19688.07,242944.54,2,2,3,2,2013,349581.23,532619.15,-183037.92000000004,4.557861017792134
54,Asian,Mid,Jade,168841.7,9931.54,1,5870.18,581815.01,827479.83,282554.09,770161.72,10222.15,630789.23,0,3,3,1,2001,1900349.3299999998,1218474.42,681874.9099999999,7.216667564943967
38,European,Low,Jade,174354.27,32175.99,1,6250.49,1083317.8,701987.99,277100.52,267555.95,50204.33,1048697.69,3,2,3,1,2008,1329024.78,2138265.98,-809241.2,12.263915188311707
63,European,Mid,Gold,439025.4,54862.2,1,6432.64,1677910.01,2905686.93,1400582.91,820908.82,81009.76,3062598.12,1,4,3,2,2015,5263050.62,4746940.77,516109.85000000056,10.812451329695273
75,European,High,Silver,99734.47,20219.16,1,1499.05,99562.41,63984.19,43841.02,49267.83,3357.81,302583.13,3,1,3,1,2019,180670.00999999998,403644.59,-222974.58000000005,4.04719241000629
78,Australian,High,Gold,198219.34,31234.98,1,585.38,76295.12,52060.33,41834.2,27099.26,5796.5,848195.36,2,2,4,1,2002,158025.27,925075.86,-767050.59,4.666930381263503
66,European,Mid,Silver,284185.89,34633.17,1,3059.08,1385576.54,1508181.39,807954.32,657136.18,37926.4,930352.65,1,3,4,2,2010,3045831.46,2318988.27,726843.19,8.160110517802273
39,African,High,Jade,41393.51,8353.92,1,484.86,449273.68,303063.2,288631.62,38965.27,21848.92,385764.69,1,1,1,1,2007,660862.9300000002,835523.23,-174660.2999999998,20.18488478024695
44,Asian,Low,Gold,110634.59,53911.08,1,6032.99,863656.13,491522.76,419087.83,86508.01,51942.28,1249293.59,1,2,2,1,2013,1102971.9600000002,2118982.71,-1016010.7499999998,19.152985607846517
85,American,High,Gold,246173.17,28755.55,1,3498.32,111984.44,549814.17,212663.97,223400.91,440.06,696573.12,2,5,3,2,2012,1015074.6600000001,812055.88,203018.78000000014,3.298718052824359
52,European,High,Silver,174156.78,6242.74,2,4121.76,1064873.47,1500152.07,767253.35,234298.56,46303.85,1242500.61,3,2,4,2,2009,2554250.5700000003,2311495.84,242754.73000000045,13.272499870518965
81,European,Low,Jade,113018.14,35999.6,1,6200.6,823329.6,1043861.98,260965.5,798554.41,40144.8,417688.24,0,4,1,1,2013,2179526.29,1247218.44,932307.8500000001,11.03555977827984
79,Asian,High,Gold,72256.1,21380.34,1,635.38,509627.05,532457.6,344531.39,352361.65,35000.37,353693.91,2,2,1,1,2019,1285731.3500000003,863956.34,421775.01000000036,11.956863711160716
71,Asian,High,Jade,374660.44,62933.94,3,567.01,592185.88,315905.16,201525.71,401471.88,38412.61,625771.84,2,5,1,2,2010,1020249.3,1218524.73,-198275.42999999993,3.2523442560415505
45,Asian,Mid,Jade,262363.69,21253.22,2,1165.08,129564.52,1133682.34,441539.44,646556.94,37874.81,1164877.5,3,2,2,2,2020,2280906.75,1295607.1,985299.6499999999,4.93821039031735
58,European,Low,Silver,34741.08,32926.04,1,1372.07,446377.44,992941.98,623883.9,277760.14,16752.75,601552.97,0,2,2,1,2010,1944264.81,1049302.48,894962.3300000001,30.203507778111675
22,American,Low,Jade,149332.86,16450.96,1,1940.05,201418.13,1035073.84,509812.49,299398.97,26369.94,275078.5,1,1,3,2,2002,1887106.2,478436.68,1408669.52,3.203827208559456
85,European,Mid,Jade,159587.32,16346.17,1,2095.24,257156.83,390039.92,225812.58,70959.89,61461.54,1604851.07,2,2,3,2,2015,764620.1000000001,1864103.1400000001,-1099483.04,11.680772256843463
76,European,Low,Jade,222608.88,12398.02,3,2320.55,527901.26,980906.31,233166.25,456684.25,21955.57,1248832.59,2,2,3,2,1999,1705110.4000000001,1779054.4000000001,-73944.0,7.991839319258064
38,European,High,Gold,217266.49,55805.05,1,1420.2,1286734.3,1637696.36,706919.29,282767.72,78752.72,723093.01,1,3,3,1,2020,2761941.14,2011247.51,750693.6300000001,9.257053446207927
18,Australian,Low,Gold,357820.76,13509.99,1,3730.92,1385344.94,63685.81,25208.97,43186.94,12373.17,890352.0,2,3,3,1,2014,157964.88,2279427.86,-2121462.98,6.3703063511463105
23,European,Mid,Silver,185224.44,48836.08,1,986.24,2266543.62,2937041.97,766184.86,1661769.83,98676.04,1273737.97,2,4,3,1,1996,5512508.78,3541267.83,1971240.9500000002,19.118793556617042
83,Asian,High,Jade,89464.3,11944.34,1,4591.15,414692.23,837966.41,309402.98,402223.87,19344.38,291862.14,0,1,3,1,2005,1580881.9800000002,711145.52,869736.4600000002,7.948930690789511
21,Asian,Mid,Jade,181394.41,23975.46,1,1649.97,755733.21,597364.28,251272.28,113641.44,51140.22,1550187.98,2,2,4,1,2008,1037393.6799999999,2307571.16,-1270177.4800000002,12.72129146647904
75,European,Mid,Jade,241627.68,31251.2,2,8747.66,1763699.11,2134158.43,684234.0,1096077.71,57034.26,1030468.01,1,3,4,2,1996,4002755.6,2802914.7800000003,1199840.8199999998,11.600139437667076
59,Asian,Mid,Jade,343910.39,62158.49,1,798.09,817278.61,523535.7,243333.49,390292.17,583.24,1448323.01,3,4,1,2,1996,1219903.0899999999,2266399.71,-1046496.6200000001,6.590087929591194
64,American,Mid,Jade,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,2,2,1,2012,3205029.09,1975169.3399999999,1229859.75,17.98171866640071
34,American,Mid,Silver,90493.26,41330.25,1,1471.26,120713.72,228001.87,120000.99,156801.29,30259.85,717355.8,3,2,3,1,2000,576394.25,839540.78,-263146.53,9.277384636159644
47,European,High,Silver,215401.05,59875.7,2,882.92,363645.44,463032.46,469045.87,105835.99,53088.46,402108.44,0,4,4,2,2012,1150878.48,766636.8,384241.67999999993,3.5591135697806493
61,Asian,Low,Silver,95682.13,11891.65,2,1225.69,77092.06,718547.05,185431.5,322650.81,60605.51,638532.99,2,1,1,2,2005,1299126.52,716850.74,582275.78,7.492002320600513
40,Asian,Low,Jade,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,1,1,1,2009,1211953.1,882574.47,329378.6300000001,11.119160508074412
35,Asian,Mid,Gold,401144.86,58665.36,1,5276.19,384347.67,398228.09,193732.59,292751.46,19834.32,1387979.56,2,3,1,1,2021,963211.8200000001,1777603.42,-814391.5999999999,4.431325431915044
60,American,High,Jade,390058.27,30999.6,1,2550.99,121180.0,590538.47,624283.52,267598.29,39935.45,834960.88,0,3,2,2,2010,1553355.33,958691.87,594663.4600000001,2.457817058974291
58,European,High,Jade,282275.52,32380.2,2,3753.34,521029.7,349786.13,377400.82,60476.18,10875.14,0.0,1,2,2,2,2013,830918.47,524783.04,306135.42999999993,1.8591163697085742
34,Asian,High,Silver,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,3,2,2019,900738.9299999999,2654445.67,-1753706.74,10.138581800130298
50,Australian,Low,Jade,118810.16,22807.6,2,1707.58,283417.37,428988.19,225493.79,214164.11,29332.68,622683.05,2,1,3,1,2003,920786.37,907808.0,12978.369999999995,7.6408280234619665
44,Asian,Mid,Silver,268884.36,12529.68,2,3547.47,231498.18,446067.71,388879.54,157381.84,15193.64,754235.32,2,3,3,2,2021,1020052.41,989280.97,30771.44000000006,3.679206072082437
33,American,High,Jade,335526.8,62567.0,1,5215.82,1099840.76,2704170.35,712727.07,1452705.47,81626.47,1591725.84,3,4,3,1,2003,5013796.359999999,2696782.42,2317013.9399999995,8.037457574178873
66,Asian,High,Jade,71153.12,3357.99,2,1652.2,262372.62,411362.4,103676.7,223841.34,660.55,698882.86,1,1,3,2,1995,742898.9800000001,962907.6799999999,-220008.69999999984,13.53289469246043
38,Asian,High,Gold,153042.86,11321.52,1,3839.02,1043974.9,768909.47,273390.03,352445.32,4800.95,287682.6,2,2,3,1,2020,1410867.29,1335496.52,75370.77000000002,8.726290922686626
58,European,High,Jade,117573.89,29474.28,1,7522.91,1475007.59,1053001.48,369336.34,295704.82,46731.9,2048937.8,0,3,3,1,2007,1794248.82,3531468.3,-1737219.4799999997,30.03616108984741
79,Asian,High,Gold,219948.15,32740.68,1,4198.32,217839.18,223869.04,125260.06,168088.34,7758.07,644919.11,0,4,4,2,2020,557716.19,866956.61,-309240.42000000004,3.9416408367153806
30,American,Mid,Jade,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,3,4,2,2007,2144420.2,2297822.86,-153402.65999999968,5.895692036209831
59,Australian,Low,Jade,222185.79,44354.07,1,3824.24,865214.18,1023932.01,404810.33,353931.23,23356.99,1331501.65,2,2,1,2,2013,1850384.6300000001,2200540.07,-350155.4399999997,9.90405403513879
61,European,High,Platinum,46631.31,21327.57,3,3706.79,151883.94,204987.25,56405.89,66558.95,18299.42,715134.11,2,1,2,2,2003,367579.08,870724.84,-503145.75999999995,18.672536542507597
23,Asian,Low,Gold,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,1,3,2,2020,262942.19,288925.97,-25983.77999999997,6.294798641195175
73,European,Mid,Jade,213562.55,39890.12,1,4447.33,356462.12,0.0,0.0,0.0,40259.33,521049.18,1,3,4,2,2019,80149.45000000001,881958.63,-801809.1799999999,4.129743861927103
42,American,Mid,Silver,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,1,2,2006,1110851.3399999999,727282.29,383569.0499999998,11.68040881302122
65,Australian,Mid,Silver,77385.85,2471.85,3,2914.84,428019.96,414347.0,260712.72,143391.99,526.26,745917.63,2,2,1,1,2001,821449.82,1176852.4300000002,-355402.6100000002,15.207591956410637
29,American,Low,Jade,136921.89,23715.42,1,954.86,345598.39,111513.23,46463.85,87816.67,476.61,415285.4,0,1,1,1,1996,269985.77999999997,761838.65,-491852.87000000005,5.56403837253488
20,European,Mid,Jade,121124.02,53804.4,1,7657.79,370608.78,1292973.24,317572.37,440971.92,43959.38,507670.96,2,3,2,1,2010,2149281.3099999996,885937.53,1263343.7799999996,7.314300912403667
54,Asian,Low,Gold,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,1,2,1,2019,1643232.15,1398485.15,244747.0,30.35892620520898
82,Australian,Low,Gold,260944.03,21134.01,1,327.85,500216.98,298094.81,343955.55,81402.81,32642.73,904332.08,2,2,3,1,2013,777229.9099999999,1404876.91,-627647.0,5.383824684550169
46,African,High,Gold,226151.9,6668.46,1,1245.08,446679.55,86326.27,117157.09,42546.52,2120.34,756362.75,3,2,3,1,2008,254818.67999999996,1204287.38,-949468.7,5.325126076765218
58,African,Mid,Platinum,126577.5,7851.0,1,5217.3,1203236.1,181465.92,37805.4,100940.42,56313.9,1055124.0,1,3,3,1,2004,384376.64,2263577.4000000004,-1879200.7600000002,17.88293654085442
32,Asian,Mid,Jade,249185.87,24091.08,3,4896.61,1252227.23,2569398.61,1275715.39,359536.13,33250.07,481759.11,3,3,3,2,2016,4261991.28,1738882.9500000002,2523108.33,6.97825663228818
28,European,High,Jade,205494.12,14821.2,1,311.45,1886976.73,2365411.67,1544359.69,246315.6,33050.06,1779026.34,3,4,3,1,2011,4203958.22,3666314.52,537643.6999999997,17.841457069428557
37,African,High,Gold,27514.69,6758.0,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,1,3,1,1999,799456.98,441117.69000000006,358339.2899999999,16.032079227496297
66,Asian,Mid,Jade,292770.14,50378.4,2,2913.12,207917.14,359098.54,410398.33,60533.75,20133.29,437118.7,0,2,3,1,2021,900542.31,647948.96,252593.3500000001,2.213166137776209
17,Australian,Mid,Platinum,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,4,4,2,2004,1802311.0499999998,1819722.37,-17411.320000000298,9.18605389704598
57,Australian,High,Platinum,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1439912.69,164360.77,23523.13,1068649.97,0,3,4,1,2002,4446314.699999999,2040489.01,2405825.6899999995,5.631946465831745
78,Asian,High,Jade,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082.0,1,2,3,2,2004,226097.49,1207607.35,-981509.8600000001,8.626492643452428
57,European,High,Jade,33068.7,33989.4,1,278.62,55472.27,96495.57,28319.35,88817.88,30365.66,256321.89,3,2,1,2,2000,277987.86000000004,312072.78,-34084.919999999984,9.437104573206689
64,European,High,Gold,174802.46,65530.92,1,6168.37,955717.01,1776637.42,448471.58,1225362.35,50727.61,499975.5,2,4,2,1,2020,3566729.88,1461860.88,2104869.0,8.362930819165816
83,European,Mid,Platinum,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,1,3,2,2020,213603.42,389996.15,-176392.73,6.3273869369969375
72,Asian,Low,Gold,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,4,2,2002,1303323.25,311144.08,992179.1699999999,3.272028352299681
18,American,High,Silver,137228.52,44184.4,1,1433.48,508536.52,115188.95,57594.48,171290.24,7320.46,900304.47,1,2,1,2,2020,395578.53,1410274.47,-1014695.94,10.27683217745116
22,African,Mid,Jade,86940.95,12303.9,2,2040.85,216689.7,566112.05,210537.54,149247.72,5029.06,372413.2,0,1,1,2,2015,943230.2700000001,591143.75,352086.52000000014,6.799370722312098
77,American,High,Jade,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,2,1,2,2006,1765004.8,2382730.55,-617725.7499999998,9.607612468550965
21,Asian,Low,Silver,220337.08,25245.46,1,1881.86,744311.0,353911.49,109834.6,178176.13,13489.86,512965.6,1,2,2,1,2020,680657.5399999999,1259158.46,-578500.92,5.71469159889021
50,European,High,Silver,338674.04,61516.2,1,344.33,67113.14,295854.26,309942.56,122943.88,621.72,952042.96,1,4,2,2,2007,790878.62,1019500.4299999999,-228621.80999999994,3.0102703767906154
31,Asian,High,Jade,359289.6,68461.12,1,1015.11,993970.51,964151.4,815055.82,203962.75,38662.26,1492177.87,0,4,3,1,2021,2090293.35,2487163.49,-396870.14000000013,6.922447769153353
40,European,High,Jade,172210.31,13336.37,1,6019.43,1691022.41,1119262.6,613521.72,116403.31,23747.59,848784.54,3,3,3,1,2010,1886271.5900000003,2545826.38,-659554.7899999996,14.78324021366665
49,American,High,Jade,373315.24,55703.79,1,4560.0,1006783.09,688411.85,479567.81,323321.52,62882.58,510841.34,2,3,3,1,2009,1609887.55,1522184.43,87703.12000000011,4.077477335240855
29,Asian,High,Jade,238756.39,33685.52,1,6721.44,75127.98,254032.81,184508.04,50565.9,47314.26,703736.44,0,4,3,2,1999,570106.53,785585.86,-215479.32999999996,3.2903239155190778
62,European,High,Jade,136993.01,26132.34,2,2899.87,328610.74,550592.01,308665.22,78083.96,27069.73,708248.46,3,1,3,1,2013,990543.2599999999,1039759.07,-49215.810000000056,7.589869512320372
59,European,High,Jade,104969.77,16207.79,1,4486.6,204480.31,1087915.49,566160.1,440605.77,57773.66,191774.98,2,4,3,1,1996,2168662.81,400741.89,1767920.92,3.8176885592871166
18,Asian,Mid,Jade,55803.05,4509.56,2,2337.38,796661.79,1011369.95,423364.17,411133.65,35180.98,716234.57,3,2,3,2,2016,1885558.31,1515233.74,370324.57000000007,27.15324234069643
59,American,Mid,Gold,59987.49,13287.68,1,920.08,897469.78,354030.9,130256.65,242444.37,17771.2,1437562.08,2,2,4,1,2014,757790.8,2335951.94,-1578161.14,38.94065145916257
34,Asian,Low,Jade,70501.02,2847.8,1,1113.16,137866.3,190187.84,90959.4,180981.64,12921.86,371348.18,0,1,4,1,2003,477898.54,510327.64,-32429.100000000035,7.238585200611282
37,American,High,Jade,59768.75,15256.25,1,1294.0,116161.0,106658.24,46662.98,99658.79,13589.2,137838.0,3,1,3,1,2007,281825.46,255293.0,26532.46000000002,4.271345811983688
70,Asian,Mid,Jade,126495.38,26566.69,1,2357.38,298416.4,264490.46,188281.34,215806.28,15867.16,520962.55,3,1,1,1,2017,711011.93,821736.3300000001,-110724.40000000002,6.496176619256767
34,Asian,High,Jade,446770.81,20431.73,2,1504.63,866230.45,3890598.08,1969923.08,482631.15,49155.13,1156672.62,2,4,2,1,2021,6412739.170000001,2024407.7000000002,4388331.470000001,4.531199565164072
82,European,High,Silver,303829.69,13388.07,1,2446.86,314467.32,59044.12,20410.31,30440.52,29712.24,899282.95,2,2,3,2,2020,152995.26,1216197.13,-1063201.8699999999,4.002890994622678
60,European,Mid,Platinum,56861.37,20159.04,3,324.05,657736.0,1206135.0,705282.33,316865.98,16297.03,1656805.0,3,2,4,2,2019,2264739.38,2314865.05,-50125.669999999925,40.71068020344919
70,Australian,Mid,Silver,266959.84,24591.7,2,5225.56,628014.58,646178.74,576945.31,173083.59,941.98,509266.8,1,2,1,1,1999,1421741.32,1142506.94,279234.3800000001,4.279695927297529
49,Asian,Mid,Silver,162388.33,17051.4,1,418.61,230956.27,762328.25,418221.75,65591.99,459.43,1244204.71,2,2,1,1,2015,1263652.8199999998,1475579.5899999999,-211926.77000000002,9.086734188349618
